Sender_account,Receiver_account,Amount,Date,Sender_bank_location,Receiver_bank_location,Payment_type,Laundering_type,alert_type,risk_level
2835477095,7772352930,8945.09,2022-10-14,Spain,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
265022275,805558555,8925.70,2022-12-07,UK,Morocco,Cross-border,Fan_Out,"CROSS BORDER RISK",MEDIUM
5470113126,3661025271,8919.78,2022-10-07,Italy,UK,Cross-border,Normal_Periodical,"CROSS BORDER RISK",LOW
2550670994,7772352930,8848.67,2022-10-19,India,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6520893038,2128500197,8822.11,2022-12-11,France,UK,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
8987848252,3809653464,8819.10,2022-10-07,UK,Netherlands,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
8987848252,3809653464,8780.89,2022-10-07,UK,Netherlands,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
3952347143,7892884492,8773.04,2022-10-07,UK,USA,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
8379256821,7772352930,8745.85,2022-10-13,Pakistan,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3952347143,7892884492,8737.25,2022-10-07,UK,USA,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
3510078932,9858029207,8713.09,2022-10-07,UK,Turkey,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
5470113126,3661025271,8688.28,2022-10-07,Italy,UK,Cross-border,Normal_Periodical,"CROSS BORDER RISK",LOW
3510078932,9858029207,8658.96,2022-10-07,UK,Turkey,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
4594499722,5536989701,8603.81,2022-11-28,UK,Japan,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
6988928906,6953672776,8598.60,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
4117755003,6646502650,8591.01,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
2749124400,7772352930,8587.87,2022-10-16,Austria,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4121324384,114960068,8567.20,2022-10-07,Spain,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
3571423310,981791790,8566.37,2022-12-10,UAE,UK,Cross-border,Cycle,"CROSS BORDER RISK",LOW
4121324384,114960068,8552.05,2022-10-07,Spain,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6988928906,6953672776,8550.99,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
4121324384,114960068,8547.67,2022-10-07,Spain,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
1416418992,4526571397,8541.04,2022-10-22,UK,Nigeria,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
5264015348,6646502650,8535.66,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5917350547,7561412185,8527.47,2022-11-27,Netherlands,UK,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
4775429005,9921473802,8522.14,2022-11-09,Mexico,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
5354297720,5628674969,8519.10,2022-10-07,Mexico,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5354297720,5628674969,8513.62,2022-10-07,Mexico,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
6989271965,5695014191,8465.76,2022-11-25,UK,Morocco,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
4672757647,4771219610,8453.32,2022-10-07,UK,Mexico,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
4121324384,1321335569,8452.53,2022-10-07,Spain,UK,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
5264015348,6646502650,8451.63,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
1184607529,4152874682,8412.82,2022-11-12,UK,Netherlands,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
4775429005,390559734,8392.79,2022-11-17,Mexico,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
3614082527,5318241045,8349.21,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",MEDIUM
4568484411,821512934,8318.63,2022-11-23,UK,UAE,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
5303255200,7772352930,8286.98,2022-10-21,Switzerland,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7922655699,3143116829,8201.29,2022-11-26,UK,Japan,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
3366160080,3546293157,8160.18,2022-10-10,Germany,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8393076103,1316458123,8112.34,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
2047410771,6646502650,8110.72,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
315625186,3229111081,8105.51,2022-11-22,UK,Switzerland,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
3108280261,3324246812,8094.26,2022-10-07,UK,Turkey,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3510078932,8722924810,8071.30,2022-10-07,UK,Albania,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",MEDIUM
3510078932,8722924810,8067.61,2022-10-07,UK,Albania,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",MEDIUM
3510078932,8722924810,8061.51,2022-10-07,UK,Albania,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",MEDIUM
2047410771,6646502650,8056.52,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
2047410771,6646502650,8045.75,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
4382775538,8589177742,7999.18,2022-11-08,Switzerland,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
58594825,6953672776,7988.75,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
1021972,3575435324,7988.53,2022-10-31,UK,Pakistan,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
5917350547,4806160754,7975.47,2022-11-17,Netherlands,UK,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
8093648634,2987279234,7961.54,2022-10-08,Albania,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7837354873,2534644942,7944.21,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5982914936,5903480509,7911.36,2022-10-07,UK,Italy,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
3591030456,1601392910,7909.10,2022-10-15,UK,Nigeria,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",MEDIUM
9416949366,4679853485,7891.79,2022-12-01,UK,Nigeria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
6984051591,5060924139,7873.32,2022-10-07,UK,Italy,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3394889318,5414896414,7868.97,2022-10-07,UK,UAE,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
1220646142,8172080174,7829.92,2022-10-07,Pakistan,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
7837354873,2534644942,7818.14,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
1300794618,2138505015,7803.02,2022-10-07,France,UAE,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
9350495967,2327949023,7798.79,2022-10-11,Switzerland,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
5550354567,6953672776,7785.78,2022-10-07,Turkey,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
3336234389,6953672776,7777.73,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5793273539,7101540908,7777.07,2022-12-09,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
1220646142,8172080174,7759.82,2022-10-07,Pakistan,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
3336234389,6953672776,7748.22,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
8501920513,1766338062,7744.01,2022-10-09,UK,Mexico,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
1220646142,8172080174,7737.64,2022-10-07,Pakistan,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
6833938792,5540143178,7709.66,2022-11-15,UK,Albania,Cross-border,Gather-Scatter,"CROSS BORDER RISK",MEDIUM
3336234389,6953672776,7701.13,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5917350547,5202913060,7698.72,2022-11-21,Netherlands,UK,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
4358383639,6953672776,7696.15,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
7698724710,3282818329,7671.12,2022-11-18,Spain,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
6345198198,1036645791,7648.76,2022-10-30,UK,France,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
4358383639,6953672776,7621.27,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5030100545,51935521,7594.86,2022-10-27,UK,Nigeria,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
7207395469,1316458123,7592.37,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5803562064,5028204460,7584.01,2022-12-12,India,UK,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
5862382386,7757125281,7574.26,2022-12-10,Morocco,UK,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
4447501051,7571328297,7570.44,2022-11-06,UK,Turkey,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
3580636597,5103043844,7524.92,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
9508689417,5103043844,7450.71,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
602348327,6034997194,7444.25,2022-10-07,Spain,UK,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
3001717656,2647941740,7420.87,2022-10-25,UK,Switzerland,Cross-border,Gather-Scatter,"CROSS BORDER RISK",LOW
8417752885,5320735806,7420.50,2022-11-05,UK,UAE,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
7669236826,4294761058,7413.01,2022-10-07,UK,Austria,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6344798149,3282818329,7394.64,2022-11-20,Netherlands,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8173887384,6901187428,7390.62,2022-12-13,UK,Turkey,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
2154311031,1983875360,7370.17,2022-11-20,UK,Italy,Cross-border,Gather-Scatter,"CROSS BORDER RISK",LOW
9508689417,5103043844,7367.11,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
3722911464,5412250951,7358.48,2022-12-15,UK,USA,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
1697970931,3975494843,7351.21,2022-11-29,UK,Morocco,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",MEDIUM
8173887384,2030092842,7318.89,2022-12-15,UK,Morocco,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
9416949366,1040594777,7282.39,2022-11-30,UK,Albania,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
685439805,3143116829,7245.67,2022-11-25,UK,Japan,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
3722911464,7122195351,7227.31,2022-12-11,UK,Albania,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",MEDIUM
9136318143,2138505015,7200.80,2022-10-07,UK,UAE,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5862382386,2599148312,7155.43,2022-12-08,Morocco,UK,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
1982710669,2138505015,7121.93,2022-10-07,UK,UAE,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
1517021923,3143116829,7095.51,2022-11-26,UK,Japan,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
9986072975,3166538889,7089.92,2022-12-05,Germany,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3510078932,2436228903,7079.88,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6744599788,8242232249,7042.87,2022-12-05,UK,Nigeria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
3510078932,2436228903,7037.43,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
3544715458,623640023,6977.06,2022-12-14,UK,Austria,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
6744599788,6852063462,6897.05,2022-12-03,UK,UAE,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
4713467040,9210556116,6896.68,2022-11-21,UK,Spain,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
6541552727,2877832458,6868.28,2022-10-07,UK,Morocco,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",MEDIUM
9749980386,2226094681,6845.24,2022-10-20,UK,Albania,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
4526673525,6157568163,6796.17,2022-10-07,UAE,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
3302760648,6165296936,6740.04,2022-11-12,UK,Albania,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
4204086745,5459635745,6729.92,2022-12-13,France,UK,Cross-border,Fan_In,"CROSS BORDER RISK",LOW
435764827,1533993400,6728.53,2022-10-15,UK,Mexico,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
6916264887,6953672776,6721.51,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
8413340671,2138505015,6721.24,2022-10-07,UK,UAE,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
403526894,9251224425,6718.59,2022-10-12,UK,USA,Cross-border,Behavioural_Change_1,"CROSS BORDER RISK",LOW
9490679180,5103043844,6712.96,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
9938221650,628238240,6706.92,2022-10-07,Nigeria,UK,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8413340671,2138505015,6691.95,2022-10-07,UK,UAE,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
8413340671,2138505015,6689.59,2022-10-07,UK,UAE,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
6764548823,497786955,6673.92,2022-10-07,UK,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
6520893038,3700320650,6660.48,2022-12-10,France,UK,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
9490679180,5103043844,6656.76,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
5218904199,6646502650,6637.91,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
3567089560,4547973270,6623.92,2022-10-07,UK,Italy,Cross-border,Normal_Periodical,"CROSS BORDER RISK",LOW
9965419082,2585012272,6615.15,2022-11-11,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
7078200557,2989656913,6587.92,2022-10-27,UK,Morocco,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
6916264887,6953672776,6568.91,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
3567089560,4547973270,6528.26,2022-10-07,UK,Italy,Cross-border,Normal_Periodical,"CROSS BORDER RISK",LOW
1424693007,874243212,6517.83,2022-10-26,UK,Nigeria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
55381759,4814705202,6495.87,2022-11-24,Mexico,Spain,Cross-border,Scatter-Gather,"CROSS BORDER RISK",LOW
4121324384,3405158611,6494.05,2022-10-07,Spain,UK,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
9380493823,9243465979,6472.44,2022-11-09,UK,Pakistan,Cross-border,Deposit-Send,"CROSS BORDER RISK",MEDIUM
190346689,5103043844,6457.15,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
2498232404,6645074569,6455.70,2022-10-07,UK,Austria,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8121014003,1316458123,6451.27,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
4898931369,9252701993,6422.47,2022-11-28,UK,France,Cross-border,Bipartite,"CROSS BORDER RISK",LOW
8121014003,1316458123,6412.57,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
2972193348,5103043844,6399.51,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
1285588849,2531548770,6378.33,2022-11-09,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
5917350547,4903531739,6324.04,2022-11-27,Netherlands,Austria,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
8094120479,4036374632,6300.09,2022-12-03,Italy,UK,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
7253035220,187149128,6281.00,2022-12-13,UK,Turkey,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
3371937981,3577737186,6257.30,2022-11-23,UK,Italy,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
7428685692,6905979898,6241.88,2022-10-07,UK,Netherlands,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
8055925195,1122450922,6233.37,2022-10-25,UK,Italy,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
9599009457,8900742620,6214.34,2022-10-07,UK,Switzerland,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
9327083401,2531548770,6208.51,2022-11-07,Nigeria,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
5917350547,677056262,6204.65,2022-11-23,Netherlands,Japan,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
1239830563,2531548770,6196.74,2022-11-08,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
4002088310,4344244332,6183.83,2022-12-10,Mexico,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
420570262,5103043844,6172.91,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
6219252225,853465021,6166.88,2022-12-14,UK,USA,Cross-border,Gather-Scatter,"CROSS BORDER RISK",LOW
4077353464,9179681342,6164.09,2022-10-07,UK,Albania,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",MEDIUM
14539122,6953672776,6155.14,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
6082530241,3229111081,6150.11,2022-11-27,UK,Switzerland,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
8501920513,9722096196,6112.62,2022-10-07,UK,Nigeria,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
9700230961,2531548770,6102.91,2022-11-10,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
2793197858,3301341711,6095.70,2022-10-24,UK,Spain,Cross-border,Gather-Scatter,"CROSS BORDER RISK",LOW
4875340736,5023341361,6078.81,2022-11-25,UK,USA,Cross-border,Layered_Fan_In,"CROSS BORDER RISK",LOW
1491989064,8401255335,6066.90,2022-10-07,UK,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
5849180756,2531548770,6064.63,2022-11-11,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
2369124408,2531548770,6063.20,2022-11-12,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1813079910,8673365646,6056.61,2022-10-20,UK,Mexico,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
8700457882,4597902876,6046.99,2022-11-19,Mexico,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
2166563883,1663718603,6043.32,2022-12-10,UK,Turkey,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
3783057593,2531548770,6042.31,2022-10-12,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1491989064,8401255335,6037.94,2022-10-07,UK,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
6042344622,1602224320,6034.70,2022-12-12,UK,Mexico,Cross-border,Deposit-Send,"CROSS BORDER RISK",LOW
1491989064,8401255335,6019.64,2022-10-07,UK,UAE,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
5874431519,2531548770,6014.66,2022-11-14,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
2975433371,2531548770,6004.20,2022-10-08,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
7798979163,2531548770,5980.51,2022-11-13,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
6486848760,9517922369,5975.23,2022-11-11,France,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9287589980,5103043844,5974.06,2022-10-07,UK,Nigeria,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",MEDIUM
8585579344,2531548770,5953.43,2022-10-13,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
3190048835,2531548770,5917.62,2022-10-11,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
733430828,6953672776,5916.09,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
3510078932,823626823,5906.31,2022-10-07,UK,Netherlands,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
3758118046,6081504025,5903.33,2022-10-07,UK,Mexico,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",LOW
2299676190,2534644942,5899.62,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
2299676190,2534644942,5881.57,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
9579837699,2138505015,5881.33,2022-10-07,UK,UAE,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5917350547,5729243119,5853.45,2022-11-22,Netherlands,UK,Cross-border,Fan_Out,"CROSS BORDER RISK",LOW
1015594108,3143116829,5851.97,2022-11-30,UK,Japan,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
1424693007,9981610223,5849.04,2022-10-29,UK,Albania,Cross-border,Behavioural_Change_2,"CROSS BORDER RISK",MEDIUM
3325888911,4494252192,5827.84,2022-10-07,UK,India,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
9741665599,2531548770,5826.73,2022-10-09,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
6837507008,2531548770,5815.90,2022-10-10,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
7437186310,3173291888,5785.83,2022-10-11,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
4711995584,3511049612,5782.00,2022-10-17,UK,USA,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
6520893038,9650443831,5754.18,2022-12-09,France,UK,Cross-border,Layered_Fan_Out,"CROSS BORDER RISK",LOW
6652024436,2552732171,5744.71,2022-10-23,UK,Morocco,Cross-border,Fan_Out,"CROSS BORDER RISK",MEDIUM
445337741,9651904023,5739.17,2022-10-07,UK,Japan,Cross-border,Normal_Small_Fan_Out,"CROSS BORDER RISK",LOW
7419470415,3173291888,5737.43,2022-10-08,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
7155736136,1316458123,5736.64,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
9305572467,386440627,5732.09,2022-11-17,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7155736136,1316458123,5731.77,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
9481224844,386440627,5718.46,2022-11-16,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7155736136,1316458123,5712.75,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
4814705202,4045325482,5697.30,2022-12-05,Spain,UK,Cross-border,Scatter-Gather,"CROSS BORDER RISK",LOW
8942092633,3175190058,5695.87,2022-12-04,Morocco,UK,Cross-border,Fan_In,"CROSS BORDER RISK",LOW
7155736136,1316458123,5691.63,2022-10-07,UK,Mexico,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
9053053995,6646502650,5672.42,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
6456964355,6646502650,5664.27,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
6631881018,3173291888,5558.96,2022-12-13,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
7206201403,2248766608,5540.87,2022-10-19,France,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7686371546,386440627,5533.19,2022-11-20,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
8756167682,3173291888,5527.38,2022-12-07,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
3965420554,3754234469,5522.11,2022-12-15,UK,Spain,Cross-border,Structuring,"CROSS BORDER RISK",LOW
4525762763,4527536853,5504.80,2022-11-08,UK,Japan,Cross-border,"Stacked Bipartite","CROSS BORDER RISK",LOW
4636265179,3173291888,5500.71,2022-12-10,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
6697353281,386440627,5481.45,2022-11-15,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
1339917371,386440627,5473.28,2022-11-18,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7443354461,3173291888,5462.89,2022-12-11,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
1544723191,386440627,5458.65,2022-11-19,UK,Germany,Cross-border,Structuring,"CROSS BORDER RISK",LOW
3614082527,7590986319,5457.70,2022-10-07,UK,Spain,Cross-border,Normal_Fan_Out,"CROSS BORDER RISK",LOW
8212330109,2534644942,5450.85,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
5874519393,2248766608,5447.87,2022-11-09,UAE,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
9501158882,6644790956,5434.06,2022-11-14,Albania,UK,Cross-border,Structuring,"CROSS BORDER RISK",LOW
7965472676,6646502650,5429.86,2022-10-07,UK,France,Cross-border,Normal_Fan_In,"CROSS BORDER RISK",LOW
7279271900,3173291888,5429.60,2022-10-09,UK,Albania,Cross-border,Structuring,"CROSS BORDER RISK",MEDIUM
