account,Date,amount,alert_type,risk_level
3302760648,2022-11-12,6740.04,"CROSS BORDER RISK",MEDIUM
6833938792,2022-11-13,11658.90,"CROSS BORDER RISK",LOW
4382775538,2022-11-13,4928.56,"CROSS BORDER RISK",LOW
8668041009,2022-11-13,3432.96,"CROSS BORDER RISK",LOW
7798979163,2022-11-13,5980.51,"CROSS BORDER RISK",MEDIUM
6630556764,2022-11-13,4602.97,"CROSS BORDER RISK",MEDIUM
1253336976,2022-11-14,128.36,"CROSS BORDER RISK",MEDIUM
5874431519,2022-11-14,6014.66,"CROSS BORDER RISK",MEDIUM
1999169946,2022-11-14,2836.66,"CROSS BORDER RISK",LOW
1241244322,2022-11-14,4523.59,"CROSS BORDER RISK",MEDIUM
1147093613,2022-11-14,2850.79,"CROSS BORDER RISK",LOW
9501158882,2022-11-14,5434.06,"CROSS BORDER RISK",LOW
6833938792,2022-11-15,7709.66,"CROSS BORDER RISK",MEDIUM
9268139431,2022-11-15,30.27,"CROSS BORDER RISK",LOW
2876703970,2022-11-15,3064.21,"CROSS BORDER RISK",LOW
2509459814,2022-11-15,4134.53,"CROSS BORDER RISK",LOW
1253336976,2022-11-15,103.56,"CROSS BORDER RISK",MEDIUM
1657379341,2022-11-15,4555.86,"CROSS BORDER RISK",MEDIUM
6697353281,2022-11-15,5481.45,"CROSS BORDER RISK",LOW
9710838491,2022-11-15,173.61,"CROSS BORDER RISK",LOW
9710838491,2022-11-16,221.37,"CROSS BORDER RISK",LOW
9710838491,2022-11-16,194.95,"CROSS BORDER RISK",LOW
9481224844,2022-11-16,5718.46,"CROSS BORDER RISK",LOW
9268139431,2022-11-16,149.87,"CROSS BORDER RISK",LOW
1253336976,2022-11-16,203.14,"CROSS BORDER RISK",MEDIUM
9482065091,2022-11-16,4402.77,"CROSS BORDER RISK",MEDIUM
9268139431,2022-11-16,349.09,"CROSS BORDER RISK",LOW
1253336976,2022-11-17,94.79,"CROSS BORDER RISK",MEDIUM
9710838491,2022-11-17,198.10,"CROSS BORDER RISK",LOW
9268139431,2022-11-17,281.40,"CROSS BORDER RISK",LOW
9305572467,2022-11-17,5732.09,"CROSS BORDER RISK",LOW
4775429005,2022-11-17,8392.79,"CROSS BORDER RISK",LOW
4202589878,2022-11-17,4046.92,"CROSS BORDER RISK",LOW
1253336976,2022-11-17,48.60,"CROSS BORDER RISK",MEDIUM
3992084410,2022-11-17,3025.15,"CROSS BORDER RISK",LOW
9268139431,2022-11-17,155.99,"CROSS BORDER RISK",LOW
9710838491,2022-11-17,347.67,"CROSS BORDER RISK",LOW
5917350547,2022-11-17,7975.47,"CROSS BORDER RISK",LOW
1253336976,2022-11-18,251.93,"CROSS BORDER RISK",MEDIUM
5917350547,2022-11-18,9483.43,"CROSS BORDER RISK",LOW
3239906443,2022-11-18,10570.85,"CROSS BORDER RISK",LOW
1339917371,2022-11-18,5473.28,"CROSS BORDER RISK",LOW
9268139431,2022-11-18,70.13,"CROSS BORDER RISK",LOW
1253336976,2022-11-18,334.39,"CROSS BORDER RISK",MEDIUM
9710838491,2022-11-18,29.07,"CROSS BORDER RISK",LOW
9268139431,2022-11-18,300.85,"CROSS BORDER RISK",LOW
7698724710,2022-11-18,7671.12,"CROSS BORDER RISK",LOW
9710838491,2022-11-18,18.76,"CROSS BORDER RISK",LOW
9268139431,2022-11-19,35.26,"CROSS BORDER RISK",LOW
6833938792,2022-11-19,21068.04,"CROSS BORDER RISK",LOW
9268139431,2022-11-19,100.46,"CROSS BORDER RISK",LOW
9710838491,2022-11-19,98.00,"CROSS BORDER RISK",LOW
5708403349,2022-11-19,39241.92,"CROSS BORDER RISK",LOW
8722719854,2022-11-19,69822.73,"CROSS BORDER RISK",CRITICAL
1253336976,2022-11-19,130.47,"CROSS BORDER RISK",MEDIUM
2443617213,2022-11-19,3229.28,"CROSS BORDER RISK",LOW
8700457882,2022-11-19,6046.99,"CROSS BORDER RISK",LOW
1544723191,2022-11-19,5458.65,"CROSS BORDER RISK",LOW
2154311031,2022-11-20,7370.17,"CROSS BORDER RISK",LOW
1099653962,2022-11-20,4299.15,"CROSS BORDER RISK",LOW
6344798149,2022-11-20,7394.64,"CROSS BORDER RISK",LOW
9658846243,2022-11-20,2236.24,"CROSS BORDER RISK",LOW
9891968510,2022-11-20,14707.70,"CROSS BORDER RISK",LOW
5045265825,2022-11-20,1882.95,"CROSS BORDER RISK",MEDIUM
7686371546,2022-11-20,5533.19,"CROSS BORDER RISK",LOW
6874313350,2022-11-21,12082.12,"CROSS BORDER RISK",LOW
6611982598,2022-11-21,10739.80,"CROSS BORDER RISK",LOW
6916860201,2022-11-21,22509.38,"CROSS BORDER RISK",LOW
5917350547,2022-11-21,7698.72,"CROSS BORDER RISK",LOW
6058562879,2022-11-21,5387.98,"CROSS BORDER RISK",LOW
6989271965,2022-11-21,19606.93,"CROSS BORDER RISK",LOW
4713467040,2022-11-21,6896.68,"CROSS BORDER RISK",LOW
1278425401,2022-11-21,4402.06,"CROSS BORDER RISK",MEDIUM
3243896688,2022-11-22,9130.64,"CROSS BORDER RISK",LOW
315625186,2022-11-22,8105.51,"CROSS BORDER RISK",LOW
3271196078,2022-11-22,5311.36,"CROSS BORDER RISK",LOW
5917350547,2022-11-22,31785.18,"CROSS BORDER RISK",LOW
6989271965,2022-11-22,418.19,"CROSS BORDER RISK",LOW
5917350547,2022-11-22,5853.45,"CROSS BORDER RISK",LOW
55381759,2022-11-22,4794.09,"CROSS BORDER RISK",LOW
9891968510,2022-11-22,5211.19,"CROSS BORDER RISK",LOW
5917350547,2022-11-23,6204.65,"CROSS BORDER RISK",LOW
8660233283,2022-11-23,5238.24,"CROSS BORDER RISK",LOW
6097169081,2022-11-23,9728.91,"CROSS BORDER RISK",LOW
4568484411,2022-11-23,8318.63,"CROSS BORDER RISK",LOW
3371937981,2022-11-23,6257.30,"CROSS BORDER RISK",LOW
6891062860,2022-11-24,3479.70,"CROSS BORDER RISK",LOW
6042344622,2022-11-24,3292.99,"CROSS BORDER RISK",MEDIUM
55381759,2022-11-24,6495.87,"CROSS BORDER RISK",LOW
9079307827,2022-11-24,12553.06,"CROSS BORDER RISK",LOW
5783727027,2022-11-24,3962.73,"CROSS BORDER RISK",LOW
4875340736,2022-11-25,6078.81,"CROSS BORDER RISK",LOW
23039938,2022-11-25,18289.29,"CROSS BORDER RISK",LOW
685439805,2022-11-25,7245.67,"CROSS BORDER RISK",LOW
6989271965,2022-11-25,8465.76,"CROSS BORDER RISK",MEDIUM
2477514279,2022-11-25,12043.52,"CROSS BORDER RISK",LOW
6611982598,2022-11-25,12720.48,"CROSS BORDER RISK",LOW
1517021923,2022-11-26,7095.51,"CROSS BORDER RISK",LOW
7657551830,2022-11-26,4726.30,"CROSS BORDER RISK",LOW
3488949353,2022-11-26,4945.38,"CROSS BORDER RISK",MEDIUM
6989271965,2022-11-26,986.36,"CROSS BORDER RISK",MEDIUM
5917350547,2022-11-26,4450.69,"CROSS BORDER RISK",LOW
7922655699,2022-11-26,8201.29,"CROSS BORDER RISK",LOW
6989271965,2022-11-26,868.62,"CROSS BORDER RISK",MEDIUM
6018648917,2022-11-27,3609.21,"CROSS BORDER RISK",LOW
6018648917,2022-11-27,5048.04,"CROSS BORDER RISK",LOW
55381759,2022-11-27,12961.29,"CROSS BORDER RISK",LOW
6744599788,2022-11-27,10362.65,"CROSS BORDER RISK",HIGH
9416949366,2022-11-27,2086.52,"CROSS BORDER RISK",LOW
8417752885,2022-11-27,4405.45,"CROSS BORDER RISK",LOW
6018648917,2022-11-27,1054.94,"CROSS BORDER RISK",LOW
5917350547,2022-11-27,6324.04,"CROSS BORDER RISK",LOW
9255943229,2022-11-27,16616.00,"CROSS BORDER RISK",LOW
6082530241,2022-11-27,4479.21,"CROSS BORDER RISK",LOW
6082530241,2022-11-27,6150.11,"CROSS BORDER RISK",LOW
5917350547,2022-11-27,8527.47,"CROSS BORDER RISK",LOW
1792169085,2022-11-27,31059.13,"CROSS BORDER RISK",LOW
4898931369,2022-11-28,6422.47,"CROSS BORDER RISK",LOW
5108529656,2022-11-28,1226.72,"CROSS BORDER RISK",LOW
4550948935,2022-11-28,4789.96,"CROSS BORDER RISK",MEDIUM
4594499722,2022-11-28,2578.13,"CROSS BORDER RISK",LOW
4594499722,2022-11-28,8603.81,"CROSS BORDER RISK",LOW
6744599788,2022-11-29,2277.46,"CROSS BORDER RISK",MEDIUM
818830460,2022-11-29,13904.80,"CROSS BORDER RISK",LOW
818830460,2022-11-29,4889.83,"CROSS BORDER RISK",LOW
6989271965,2022-11-29,2809.54,"CROSS BORDER RISK",LOW
1697970931,2022-11-29,7351.21,"CROSS BORDER RISK",MEDIUM
6744599788,2022-11-30,318.36,"CROSS BORDER RISK",MEDIUM
9416949366,2022-11-30,7282.39,"CROSS BORDER RISK",MEDIUM
9416949366,2022-11-30,2948.69,"CROSS BORDER RISK",LOW
6744599788,2022-11-30,2513.58,"CROSS BORDER RISK",MEDIUM
9050785104,2022-11-30,2336.78,"CROSS BORDER RISK",MEDIUM
513161146,2022-11-30,116983.72,"CROSS BORDER RISK",LOW
6018648917,2022-11-30,3082.09,"CROSS BORDER RISK",LOW
1015594108,2022-11-30,5851.97,"CROSS BORDER RISK",LOW
6989271965,2022-11-30,4496.99,"CROSS BORDER RISK",MEDIUM
9484189386,2022-11-30,4887.57,"CROSS BORDER RISK",LOW
9416949366,2022-12-01,7891.79,"CROSS BORDER RISK",MEDIUM
6018648917,2022-12-01,5053.48,"CROSS BORDER RISK",LOW
8193184390,2022-12-01,22148.99,"CROSS BORDER RISK",LOW
6598676049,2022-12-02,4448.48,"CROSS BORDER RISK",LOW
9416949366,2022-12-03,1556.33,"CROSS BORDER RISK",LOW
3141178923,2022-12-03,2863.04,"CROSS BORDER RISK",LOW
4594499722,2022-12-03,1781.84,"CROSS BORDER RISK",LOW
8094120479,2022-12-03,6300.09,"CROSS BORDER RISK",LOW
6744599788,2022-12-03,6897.05,"CROSS BORDER RISK",LOW
4020208629,2022-12-03,5227.48,"CROSS BORDER RISK",LOW
9416949366,2022-12-03,5220.21,"CROSS BORDER RISK",MEDIUM
4594499722,2022-12-04,391.19,"CROSS BORDER RISK",LOW
8942092633,2022-12-04,5695.87,"CROSS BORDER RISK",LOW
3302760648,2022-12-04,4348.07,"CROSS BORDER RISK",LOW
3239063780,2022-12-04,15391.18,"CROSS BORDER RISK",LOW
8028059135,2022-12-04,4736.97,"CROSS BORDER RISK",LOW
4814705202,2022-12-05,5697.30,"CROSS BORDER RISK",LOW
265022275,2022-12-05,21776.31,"CROSS BORDER RISK",HIGH
1669265788,2022-12-05,4687.80,"CROSS BORDER RISK",LOW
5668411164,2022-12-05,9195.62,"CROSS BORDER RISK",LOW
6018648917,2022-12-05,4316.88,"CROSS BORDER RISK",MEDIUM
7973448027,2022-12-05,321.78,"CROSS BORDER RISK",MEDIUM
3975494843,2022-12-05,14590.55,"CROSS BORDER RISK",LOW
6744599788,2022-12-05,7042.87,"CROSS BORDER RISK",MEDIUM
9986072975,2022-12-05,7089.92,"CROSS BORDER RISK",LOW
3827836542,2022-12-05,138.99,"CROSS BORDER RISK",MEDIUM
3827836542,2022-12-06,137.14,"CROSS BORDER RISK",MEDIUM
6694937673,2022-12-06,4299.36,"CROSS BORDER RISK",MEDIUM
7973448027,2022-12-06,245.99,"CROSS BORDER RISK",MEDIUM
2933339739,2022-12-06,11391.40,"CROSS BORDER RISK",HIGH
905853715,2022-12-06,4327.58,"CROSS BORDER RISK",LOW
4594499722,2022-12-06,1747.58,"CROSS BORDER RISK",LOW
8122511384,2022-12-06,75742.17,"CROSS BORDER RISK",LOW
3229111081,2022-12-06,29311.03,"CROSS BORDER RISK",LOW
821512934,2022-12-06,37923.92,"CROSS BORDER RISK",LOW
8778587933,2022-12-06,5285.66,"CROSS BORDER RISK",MEDIUM
1675743409,2022-12-06,4738.87,"CROSS BORDER RISK",LOW
3827836542,2022-12-07,181.16,"CROSS BORDER RISK",MEDIUM
3953231536,2022-12-07,10414.18,"CROSS BORDER RISK",LOW
4208029954,2022-12-07,4714.37,"CROSS BORDER RISK",LOW
651057717,2022-12-07,67099.42,"CROSS BORDER RISK",LOW
8756167682,2022-12-07,5527.38,"CROSS BORDER RISK",MEDIUM
265022275,2022-12-07,8925.70,"CROSS BORDER RISK",MEDIUM
7973448027,2022-12-07,206.27,"CROSS BORDER RISK",MEDIUM
2060128523,2022-12-07,2457.84,"CROSS BORDER RISK",LOW
3827836542,2022-12-08,85.32,"CROSS BORDER RISK",MEDIUM
3814772835,2022-12-08,4407.23,"CROSS BORDER RISK",LOW
4251149720,2022-12-08,4985.09,"CROSS BORDER RISK",LOW
3705101560,2022-12-08,60883.14,"CROSS BORDER RISK",LOW
5862382386,2022-12-08,7155.43,"CROSS BORDER RISK",LOW
4251149720,2022-12-08,3916.95,"CROSS BORDER RISK",LOW
5693138862,2022-12-08,9583.42,"CROSS BORDER RISK",LOW
7990986315,2022-12-08,5273.51,"CROSS BORDER RISK",LOW
985146395,2022-12-08,5211.09,"CROSS BORDER RISK",MEDIUM
265022275,2022-12-09,18527.78,"CROSS BORDER RISK",LOW
6520893038,2022-12-09,5754.18,"CROSS BORDER RISK",LOW
4550948935,2022-12-09,19105.70,"CROSS BORDER RISK",LOW
7434320725,2022-12-09,5170.74,"CROSS BORDER RISK",LOW
2521152088,2022-12-09,14985.04,"CROSS BORDER RISK",LOW
8094120479,2022-12-09,5298.27,"CROSS BORDER RISK",LOW
5793273539,2022-12-09,7777.07,"CROSS BORDER RISK",LOW
8068502418,2022-12-09,5420.60,"CROSS BORDER RISK",MEDIUM
6866095401,2022-12-09,141.61,"CROSS BORDER RISK",LOW
5521904664,2022-12-09,3524.03,"CROSS BORDER RISK",LOW
3827836542,2022-12-09,57.09,"CROSS BORDER RISK",MEDIUM
692686678,2022-12-09,4464.39,"CROSS BORDER RISK",LOW
4636265179,2022-12-10,5500.71,"CROSS BORDER RISK",MEDIUM
4002088310,2022-12-10,6183.83,"CROSS BORDER RISK",LOW
718745407,2022-12-10,13835.42,"CROSS BORDER RISK",LOW
7973448027,2022-12-10,342.65,"CROSS BORDER RISK",MEDIUM
6866095401,2022-12-10,156.07,"CROSS BORDER RISK",LOW
8427824617,2022-12-10,134974.74,"CROSS BORDER RISK",LOW
244832067,2022-12-10,5424.54,"CROSS BORDER RISK",LOW
1102444547,2022-12-10,4720.37,"CROSS BORDER RISK",LOW
3571423310,2022-12-10,8566.37,"CROSS BORDER RISK",LOW
2004502234,2022-12-10,2515.19,"CROSS BORDER RISK",LOW
6672138927,2022-12-10,15698.94,"CROSS BORDER RISK",LOW
2166563883,2022-12-10,6043.32,"CROSS BORDER RISK",LOW
5862382386,2022-12-10,7574.26,"CROSS BORDER RISK",LOW
3827836542,2022-12-10,116.07,"CROSS BORDER RISK",MEDIUM
7832092963,2022-12-10,4756.83,"CROSS BORDER RISK",LOW
5100061329,2022-12-10,55478.83,"CROSS BORDER RISK",LOW
6520893038,2022-12-10,6660.48,"CROSS BORDER RISK",LOW
6117816069,2022-12-11,2530.68,"CROSS BORDER RISK",LOW
5104637800,2022-12-11,51.79,"CROSS BORDER RISK",LOW
7336296513,2022-12-11,124136.75,"CROSS BORDER RISK",LOW
7263384547,2022-12-11,4486.16,"CROSS BORDER RISK",MEDIUM
5023341361,2022-12-11,19214.74,"CROSS BORDER RISK",LOW
6520893038,2022-12-11,8822.11,"CROSS BORDER RISK",LOW
3799325124,2022-12-11,5418.38,"CROSS BORDER RISK",LOW
7443354461,2022-12-11,5462.89,"CROSS BORDER RISK",MEDIUM
3722911464,2022-12-11,7227.31,"CROSS BORDER RISK",MEDIUM
6866095401,2022-12-11,189.37,"CROSS BORDER RISK",LOW
6406723714,2022-12-11,4037.49,"CROSS BORDER RISK",MEDIUM
9965419082,2022-12-12,9442.51,"CROSS BORDER RISK",LOW
6724392743,2022-12-12,19851.81,"CROSS BORDER RISK",LOW
4055968047,2022-12-12,3659.67,"CROSS BORDER RISK",LOW
2482701161,2022-12-12,3399.15,"CROSS BORDER RISK",LOW
5403364143,2022-12-12,2791.65,"CROSS BORDER RISK",LOW
5803562064,2022-12-12,7584.01,"CROSS BORDER RISK",LOW
5994298151,2022-12-12,74470.14,"CROSS BORDER RISK",CRITICAL
9210556116,2022-12-12,54124.40,"CROSS BORDER RISK",LOW
1132467225,2022-12-12,2554.20,"CROSS BORDER RISK",LOW
5617187360,2022-12-12,112989.47,"CROSS BORDER RISK",LOW
6866095401,2022-12-12,196.60,"CROSS BORDER RISK",LOW
9050785104,2022-12-12,3116.06,"CROSS BORDER RISK",LOW
2929456907,2022-12-12,50170.17,"CROSS BORDER RISK",LOW
7905216304,2022-12-12,5202.84,"CROSS BORDER RISK",MEDIUM
5104637800,2022-12-12,119.95,"CROSS BORDER RISK",LOW
8128089177,2022-12-12,5255.25,"CROSS BORDER RISK",LOW
2390385700,2022-12-12,3708.46,"CROSS BORDER RISK",MEDIUM
954553425,2022-12-12,5204.19,"CROSS BORDER RISK",LOW
6042344622,2022-12-12,6034.70,"CROSS BORDER RISK",LOW
265022275,2022-12-13,23905.14,"CROSS BORDER RISK",LOW
6866095401,2022-12-13,267.26,"CROSS BORDER RISK",LOW
296605000,2022-12-13,20966.54,"CROSS BORDER RISK",LOW
5104637800,2022-12-13,148.40,"CROSS BORDER RISK",LOW
3919593175,2022-12-13,4599.56,"CROSS BORDER RISK",MEDIUM
7444660050,2022-12-13,30003.44,"CROSS BORDER RISK",LOW
5793273539,2022-12-13,9012.14,"CROSS BORDER RISK",LOW
3990611901,2022-12-13,5325.41,"CROSS BORDER RISK",LOW
5200424058,2022-12-13,4489.75,"CROSS BORDER RISK",LOW
5872542769,2022-12-13,4481.47,"CROSS BORDER RISK",MEDIUM
1769648203,2022-12-13,24593.25,"CROSS BORDER RISK",HIGH
9310436713,2022-12-13,62955.79,"CROSS BORDER RISK",LOW
4251149720,2022-12-13,20944.34,"CROSS BORDER RISK",LOW
9310436713,2022-12-13,21846.26,"CROSS BORDER RISK",LOW
4251149720,2022-12-13,13526.92,"CROSS BORDER RISK",LOW
6986759835,2022-12-13,3748.69,"CROSS BORDER RISK",LOW
9795472752,2022-12-13,3466.11,"CROSS BORDER RISK",LOW
6631881018,2022-12-13,5558.96,"CROSS BORDER RISK",MEDIUM
4204086745,2022-12-13,6729.92,"CROSS BORDER RISK",LOW
8173887384,2022-12-13,7390.62,"CROSS BORDER RISK",LOW
7745550709,2022-12-13,2541.34,"CROSS BORDER RISK",LOW
8795102172,2022-12-13,100935.62,"CROSS BORDER RISK",LOW
7089073424,2022-12-13,3635.61,"CROSS BORDER RISK",LOW
7253035220,2022-12-13,6281.00,"CROSS BORDER RISK",LOW
5104637800,2022-12-14,115.40,"CROSS BORDER RISK",LOW
2420393246,2022-12-14,1223.57,"CROSS BORDER RISK",LOW
3544715458,2022-12-14,6977.06,"CROSS BORDER RISK",LOW
9268139431,2022-12-14,235.79,"CROSS BORDER RISK",LOW
7860334742,2022-12-14,3520.75,"CROSS BORDER RISK",LOW
8340949665,2022-12-14,3979.32,"CROSS BORDER RISK",MEDIUM
9792625103,2022-12-14,5411.62,"CROSS BORDER RISK",MEDIUM
5862382386,2022-12-14,14133.41,"CROSS BORDER RISK",LOW
5576849137,2022-12-14,3695.85,"CROSS BORDER RISK",LOW
934071139,2022-12-14,3638.46,"CROSS BORDER RISK",LOW
9377924130,2022-12-14,90199.00,"CROSS BORDER RISK",LOW
6219252225,2022-12-14,6166.88,"CROSS BORDER RISK",LOW
9033402837,2022-12-14,2475.60,"CROSS BORDER RISK",LOW
4251149720,2022-12-14,11137.45,"CROSS BORDER RISK",LOW
6663936621,2022-12-14,5352.43,"CROSS BORDER RISK",LOW
288448161,2022-12-14,5195.42,"CROSS BORDER RISK",LOW
8108846158,2022-12-14,2733.71,"CROSS BORDER RISK",LOW
6866095401,2022-12-14,193.55,"CROSS BORDER RISK",LOW
7222999901,2022-12-14,14085.29,"CROSS BORDER RISK",LOW
5793273539,2022-12-14,941.26,"CROSS BORDER RISK",LOW
8173887384,2022-12-14,5124.29,"CROSS BORDER RISK",LOW
1180835223,2022-12-14,4445.65,"CROSS BORDER RISK",MEDIUM
5793273539,2022-12-15,1169.09,"CROSS BORDER RISK",LOW
5243611436,2022-12-15,3805.14,"CROSS BORDER RISK",MEDIUM
3271932481,2022-12-15,315033.80,"CROSS BORDER RISK",LOW
7192588619,2022-12-15,2143.25,"CROSS BORDER RISK",LOW
1572292180,2022-12-15,4250.98,"CROSS BORDER RISK",MEDIUM
3965420554,2022-12-15,5522.11,"CROSS BORDER RISK",LOW
8173887384,2022-12-15,7318.89,"CROSS BORDER RISK",MEDIUM
7192588619,2022-12-15,2400.27,"CROSS BORDER RISK",LOW
4192345805,2022-12-15,3670.84,"CROSS BORDER RISK",LOW
3722911464,2022-12-15,7358.48,"CROSS BORDER RISK",LOW
8470477504,2022-12-15,10486.09,"CROSS BORDER RISK",HIGH
1176466153,2022-12-15,2402.83,"CROSS BORDER RISK",LOW
6520893038,2022-12-15,9417.28,"CROSS BORDER RISK",LOW
6866095401,2022-12-15,79.44,"CROSS BORDER RISK",LOW
385607711,2022-12-15,83373.08,"CROSS BORDER RISK",LOW
1491989064,2022-10-07,6019.64,"CROSS BORDER RISK",LOW
7017008854,2022-10-07,1971.15,"CROSS BORDER RISK",LOW
2047410771,2022-10-07,8110.72,"CROSS BORDER RISK",LOW
4473647189,2022-10-07,11957.87,"CROSS BORDER RISK",LOW
1203252958,2022-10-07,2438.30,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,8067.61,"CROSS BORDER RISK",MEDIUM
7207395469,2022-10-07,7592.37,"CROSS BORDER RISK",LOW
9334364016,2022-10-07,5230.59,"CROSS BORDER RISK",LOW
5931838828,2022-10-07,16594.14,"CROSS BORDER RISK",LOW
283212952,2022-10-07,9071.89,"CROSS BORDER RISK",MEDIUM
1817675963,2022-10-07,14554.35,"CROSS BORDER RISK",LOW
9390718271,2022-10-07,99.16,"CROSS BORDER RISK",LOW
3712660061,2022-10-07,23161.44,"CROSS BORDER RISK",LOW
1491989064,2022-10-07,12782.41,"CROSS BORDER RISK",LOW
6596655355,2022-10-07,444.73,"CROSS BORDER RISK",LOW
4358383639,2022-10-07,7696.15,"CROSS BORDER RISK",LOW
128336607,2022-10-07,9544.33,"CROSS BORDER RISK",LOW
7837354873,2022-10-07,7944.21,"CROSS BORDER RISK",LOW
2196677893,2022-10-07,11320.86,"CROSS BORDER RISK",LOW
7501327339,2022-10-07,5060.59,"CROSS BORDER RISK",LOW
5263982631,2022-10-07,27479.44,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,4619.17,"CROSS BORDER RISK",LOW
4231385822,2022-10-07,1485.42,"CROSS BORDER RISK",LOW
4344759414,2022-10-07,10105.53,"CROSS BORDER RISK",LOW
5021785800,2022-10-07,4376.53,"CROSS BORDER RISK",LOW
4696164729,2022-10-07,1673.70,"CROSS BORDER RISK",LOW
7155736136,2022-10-07,5731.77,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,5906.31,"CROSS BORDER RISK",LOW
8389148416,2022-10-07,23582.14,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,22158.31,"CROSS BORDER RISK",LOW
5185442451,2022-10-07,331.96,"CROSS BORDER RISK",LOW
846554893,2022-10-07,1039.74,"CROSS BORDER RISK",LOW
2832385272,2022-10-07,9139.94,"CROSS BORDER RISK",LOW
6653699393,2022-10-07,522.82,"CROSS BORDER RISK",LOW
3394889318,2022-10-07,7868.97,"CROSS BORDER RISK",LOW
264095857,2022-10-07,13447.86,"CROSS BORDER RISK",LOW
5021785800,2022-10-07,4377.04,"CROSS BORDER RISK",LOW
8203229522,2022-10-07,11347.74,"CROSS BORDER RISK",HIGH
2047410771,2022-10-07,8045.75,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,11152.40,"CROSS BORDER RISK",LOW
7466302779,2022-10-07,12071.82,"CROSS BORDER RISK",HIGH
420570262,2022-10-07,6172.91,"CROSS BORDER RISK",MEDIUM
8987848252,2022-10-07,8780.89,"CROSS BORDER RISK",LOW
1491989064,2022-10-07,6037.94,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,18207.77,"CROSS BORDER RISK",LOW
6127913747,2022-10-07,18066.71,"CROSS BORDER RISK",LOW
8203229522,2022-10-07,4464.97,"CROSS BORDER RISK",LOW
5470113126,2022-10-07,8688.28,"CROSS BORDER RISK",LOW
3336234389,2022-10-07,7701.13,"CROSS BORDER RISK",LOW
9508689417,2022-10-07,7450.71,"CROSS BORDER RISK",MEDIUM
4353995266,2022-10-07,5171.09,"CROSS BORDER RISK",LOW
14539122,2022-10-07,6155.14,"CROSS BORDER RISK",LOW
8572039029,2022-10-07,10266.88,"CROSS BORDER RISK",LOW
733430828,2022-10-07,5916.09,"CROSS BORDER RISK",LOW
8523021855,2022-10-07,13499.54,"CROSS BORDER RISK",LOW
6495167395,2022-10-07,3229.54,"CROSS BORDER RISK",MEDIUM
6984051591,2022-10-07,7873.32,"CROSS BORDER RISK",LOW
8898696157,2022-10-07,10081.78,"CROSS BORDER RISK",LOW
4077353464,2022-10-07,6164.09,"CROSS BORDER RISK",MEDIUM
3614082527,2022-10-07,8349.21,"CROSS BORDER RISK",MEDIUM
2299676190,2022-10-07,5899.62,"CROSS BORDER RISK",LOW
6070936942,2022-10-07,442.70,"CROSS BORDER RISK",LOW
1139132462,2022-10-07,10753.03,"CROSS BORDER RISK",LOW
2498232404,2022-10-07,6455.70,"CROSS BORDER RISK",LOW
8203229522,2022-10-07,4368.21,"CROSS BORDER RISK",LOW
7877700106,2022-10-07,25336.71,"CROSS BORDER RISK",LOW
7746906760,2022-10-07,927.49,"CROSS BORDER RISK",LOW
27721201,2022-10-07,3459.89,"CROSS BORDER RISK",LOW
5354297720,2022-10-07,8519.10,"CROSS BORDER RISK",LOW
6086421020,2022-10-07,11280.89,"CROSS BORDER RISK",LOW
1915450576,2022-10-07,11045.68,"CROSS BORDER RISK",LOW
3567089560,2022-10-07,6623.92,"CROSS BORDER RISK",LOW
8413340671,2022-10-07,6691.95,"CROSS BORDER RISK",LOW
8147726877,2022-10-07,11952.02,"CROSS BORDER RISK",LOW
9880098011,2022-10-07,16738.96,"CROSS BORDER RISK",LOW
1182528804,2022-10-07,12424.26,"CROSS BORDER RISK",LOW
1150155424,2022-10-07,4897.93,"CROSS BORDER RISK",LOW
3108280261,2022-10-07,8094.26,"CROSS BORDER RISK",LOW
3510078932,2022-10-07,8061.51,"CROSS BORDER RISK",MEDIUM
3615998000,2022-10-07,339.59,"CROSS BORDER RISK",LOW
5706877708,2022-10-07,9204.78,"CROSS BORDER RISK",LOW
9136318143,2022-10-07,7200.80,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,9627.19,"CROSS BORDER RISK",LOW
5263982631,2022-10-07,27492.73,"CROSS BORDER RISK",LOW
7385540908,2022-10-07,23282.12,"CROSS BORDER RISK",LOW
8942092633,2022-10-07,85.91,"CROSS BORDER RISK",LOW
4121324384,2022-10-07,8452.53,"CROSS BORDER RISK",LOW
8523021855,2022-10-07,13405.10,"CROSS BORDER RISK",LOW
5955159897,2022-10-07,13325.37,"CROSS BORDER RISK",LOW
1929116626,2022-10-07,24469.22,"CROSS BORDER RISK",LOW
198403508,2022-10-07,4560.82,"CROSS BORDER RISK",LOW
8212330109,2022-10-07,5412.81,"CROSS BORDER RISK",LOW
1220646142,2022-10-07,7759.82,"CROSS BORDER RISK",LOW
6141403326,2022-10-07,4966.06,"CROSS BORDER RISK",MEDIUM
8987848252,2022-10-07,10024.19,"CROSS BORDER RISK",LOW
